gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
001078,000003,19640331,,S&P 500 Comp-Ltd,I0003,ABBOTT LABORATORIES,ABT
001300,000003,19640331,,S&P 500 Comp-Ltd,I0003,HONEYWELL INTERNATIONAL INC,HON
001356,000003,19640331,,S&P 500 Comp-Ltd,I0003,ALCOA INC,AA
001440,000003,19640331,,S&P 500 Comp-Ltd,I0003,AMERICAN ELECTRIC POWER CO,AEP
001976,000003,19640331,,S&P 500 Comp-Ltd,I0003,BAKER HUGHES INC,BHI
002285,000003,19640331,,S&P 500 Comp-Ltd,I0003,BOEING CO,BA
002403,000003,19640331,,S&P 500 Comp-Ltd,I0003,BRISTOL-MYERS SQUIBB CO,BMY
002663,000003,19640331,,S&P 500 Comp-Ltd,I0003,CAMPBELL SOUP CO,CPB
002817,000003,19640331,,S&P 500 Comp-Ltd,I0003,CATERPILLAR INC,CAT
002991,000003,19640331,,S&P 500 Comp-Ltd,I0003,CHEVRON CORP,CVX
003144,000003,19640331,,S&P 500 Comp-Ltd,I0003,COCA-COLA CO,KO
003170,000003,19640331,,S&P 500 Comp-Ltd,I0003,COLGATE-PALMOLIVE CO,CL
003413,000003,19640331,,S&P 500 Comp-Ltd,I0003,CONSOLIDATED EDISON INC,ED
003532,000003,19640331,,S&P 500 Comp-Ltd,I0003,CORNING INC,GLW
003835,000003,19640331,,S&P 500 Comp-Ltd,I0003,DEERE & CO,DE
003897,000003,19640331,,S&P 500 Comp-Ltd,I0003,DTE ENERGY CO,DTE
004029,000003,19640331,,S&P 500 Comp-Ltd,I0003,DOMINION RESOURCES INC,D
004060,000003,19640331,,S&P 500 Comp-Ltd,I0003,DOW CHEMICAL,DOW
004087,000003,19640331,,S&P 500 Comp-Ltd,I0003,DU PONT (E I) DE NEMOURS,DD
004199,000003,19640331,,S&P 500 Comp-Ltd,I0003,EATON CORP PLC,ETN
004503,000003,19640331,,S&P 500 Comp-Ltd,I0003,EXXON MOBIL CORP,XOM
004839,000003,19640331,,S&P 500 Comp-Ltd,I0003,FORD MOTOR CO,F
005046,000003,19640331,,S&P 500 Comp-Ltd,I0003,GENERAL DYNAMICS CORP,GD
005047,000003,19640331,,S&P 500 Comp-Ltd,I0003,GENERAL ELECTRIC CO,GE
005234,000003,19640331,,S&P 500 Comp-Ltd,I0003,GOODYEAR TIRE & RUBBER CO,GT
005439,000003,19640331,,S&P 500 Comp-Ltd,I0003,HALLIBURTON CO,HAL
005597,000003,19640331,,S&P 500 Comp-Ltd,I0003,HERSHEY CO,HSY
006066,000003,19640331,,S&P 500 Comp-Ltd,I0003,INTL BUSINESS MACHINES CORP,IBM
006104,000003,19640331,,S&P 500 Comp-Ltd,I0003,INTL PAPER CO,IP
006375,000003,19640331,,S&P 500 Comp-Ltd,I0003,KELLOGG CO,K
006435,000003,19640331,,S&P 500 Comp-Ltd,I0003,KIMBERLY-CLARK CORP,KMB
006502,000003,19640331,,S&P 500 Comp-Ltd,I0003,KROGER CO,KR
007163,000003,19640331,,S&P 500 Comp-Ltd,I0003,MCGRAW HILL FINANCIAL,MHFI
007241,000003,19640331,,S&P 500 Comp-Ltd,I0003,CVS HEALTH CORP,CVS
007257,000003,19640331,,S&P 500 Comp-Ltd,I0003,MERCK & CO,MRK
007366,000003,19640331,,S&P 500 Comp-Ltd,I0003,ENTERGY CORP,ETR
007435,000003,19640331,,S&P 500 Comp-Ltd,I0003,3M CO,MMM
007585,000003,19640331,,S&P 500 Comp-Ltd,I0003,MOTOROLA SOLUTIONS INC,MSI
007923,000003,19640331,,S&P 500 Comp-Ltd,I0003,NORFOLK SOUTHERN CORP,NSC
007977,000003,19640331,,S&P 500 Comp-Ltd,I0003,XCEL ENERGY INC,XEL
008099,000003,19640331,,S&P 500 Comp-Ltd,I0003,FIRSTENERGY CORP,FE
008247,000003,19640331,,S&P 500 Comp-Ltd,I0003,PPG INDUSTRIES INC,PPG
008264,000003,19640331,,S&P 500 Comp-Ltd,I0003,PG&E CORP,PCG
008272,000003,19640331,,S&P 500 Comp-Ltd,I0003,SEMPRA ENERGY,SRE
008479,000003,19640331,,S&P 500 Comp-Ltd,I0003,PEPSICO INC,PEP
008530,000003,19640331,,S&P 500 Comp-Ltd,I0003,PFIZER INC,PFE
008539,000003,19640331,,S&P 500 Comp-Ltd,I0003,EXELON CORP,EXC
008543,000003,19640331,,S&P 500 Comp-Ltd,I0003,ALTRIA GROUP INC,MO
008549,000003,19640331,,S&P 500 Comp-Ltd,I0003,CONOCOPHILLIPS,COP
008606,000003,19640331,,S&P 500 Comp-Ltd,I0003,PITNEY BOWES INC,PBI
008762,000003,19640331,,S&P 500 Comp-Ltd,I0003,PROCTER & GAMBLE CO,PG
008810,000003,19640331,,S&P 500 Comp-Ltd,I0003,PUBLIC SERVICE ENTRP GRP INC,PEG
008972,000003,19640331,,S&P 500 Comp-Ltd,I0003,RAYTHEON CO,RTN
009203,000003,19640331,,S&P 500 Comp-Ltd,I0003,ROCKWELL AUTOMATION,ROK
009846,000003,19640331,,S&P 500 Comp-Ltd,I0003,EDISON INTERNATIONAL,EIX
009850,000003,19640331,,S&P 500 Comp-Ltd,I0003,SOUTHERN CO,SO
010499,000003,19640331,,S&P 500 Comp-Ltd,I0003,TEXAS INSTRUMENTS INC,TXN
010867,000003,19640331,,S&P 500 Comp-Ltd,I0003,UNION PACIFIC CORP,UNP
010983,000003,19640331,,S&P 500 Comp-Ltd,I0003,UNITED TECHNOLOGIES CORP,UTX
011446,000003,19640331,,S&P 500 Comp-Ltd,I0003,MEADWESTVACO CORP,MWV
011456,000003,19640331,,S&P 500 Comp-Ltd,I0003,WEYERHAEUSER CO,WY
011465,000003,19640331,,S&P 500 Comp-Ltd,I0003,WHIRLPOOL CORP,WHR
011636,000003,19640331,,S&P 500 Comp-Ltd,I0003,XEROX CORP,XRX
003419,000003,19640331,20000130,S&P 500 Comp-Ltd,I0003,CONSOLIDATED NATURAL GAS CO,D2
004864,000003,19640331,20000130,S&P 500 Comp-Ltd,I0003,FOSTER WHEELER AG,FWLT
001848,000003,19640331,20000417,S&P 500 Comp-Ltd,I0003,ATLANTIC RICHFIELD CO,ARC.3
009114,000003,19640331,20000504,S&P 500 Comp-Ltd,I0003,REYNOLDS METALS CO,RLM.1
011436,000003,19640331,20000504,S&P 500 Comp-Ltd,I0003,CBS CORP -OLD,CBS.2
007938,000003,19640331,20000604,S&P 500 Comp-Ltd,I0003,NACCO INDUSTRIES  -CL A,NC
002847,000003,19640331,20000615,S&P 500 Comp-Ltd,I0003,CENTRAL & SOUTH WEST CORP,CSR.1
011288,000003,19640331,20000620,S&P 500 Comp-Ltd,I0003,WARNER-LAMBERT CO,WLA
003041,000003,19640331,20000628,S&P 500 Comp-Ltd,I0003,MILACRON INC,MZIAQ
004961,000003,19640331,20000702,S&P 500 Comp-Ltd,I0003,GTE CORP,GTE.1
005301,000003,19640331,20000829,S&P 500 Comp-Ltd,I0003,GREAT ATLANTIC & PAC TEA CO,GAPTQ
008214,000003,19640331,20001001,S&P 500 Comp-Ltd,I0003,OWENS CORNING,OC
002562,000003,19640331,20001002,S&P 500 Comp-Ltd,I0003,BESTFOODS,BFO.2
003255,000003,19640331,20001022,S&P 500 Comp-Ltd,I0003,UNICOM CORP,UCM.2
003206,000003,19640331,20001101,S&P 500 Comp-Ltd,I0003,COLUMBIA ENERGY GROUP,NI2
001762,000003,19640331,20001116,S&P 500 Comp-Ltd,I0003,ARMSTRONG HOLDINGS INC,3ACKH
002189,000003,19640331,20001210,S&P 500 Comp-Ltd,I0003,BETHLEHEM STEEL CORP,3BHMSQ
003619,000003,19640331,20001210,S&P 500 Comp-Ltd,I0003,CROWN HOLDINGS INC,CCK
005250,000003,19640331,20001210,S&P 500 Comp-Ltd,I0003,GRACE (W R) & CO,GRA
009548,000003,19640331,20001210,S&P 500 Comp-Ltd,I0003,SEAGRAM CO LTD,VO.3
008657,000003,19640331,20001211,S&P 500 Comp-Ltd,I0003,PRIMARY PDC INC,PRDCQ
010857,000003,19640331,20010206,S&P 500 Comp-Ltd,I0003,UNION CARBIDE CORP,DOW2
008852,000003,19640331,20010802,S&P 500 Comp-Ltd,I0003,QUAKER OATS CO,OAT.
010581,000003,19640331,20010806,S&P 500 Comp-Ltd,I0003,TIMKEN CO,TKR
008151,000003,19640331,20010829,S&P 500 Comp-Ltd,I0003,ONEOK INC,OKE
010482,000003,19640331,20011009,S&P 500 Comp-Ltd,I0003,TEXACO INC,TX.2
006127,000003,19640331,20011129,S&P 500 Comp-Ltd,I0003,ENRON CORP,ENRNQ
005686,000003,19640331,20011216,S&P 500 Comp-Ltd,I0003,HOMESTAKE MINING,HM
004510,000003,19640331,20020101,S&P 500 Comp-Ltd,I0003,FMC CORP,FMC
006307,000003,19640331,20020116,S&P 500 Comp-Ltd,I0003,SEARS HOLDINGS CORP,SHLD
007180,000003,19640331,20020129,S&P 500 Comp-Ltd,I0003,MEAD CORP,MEA.1
007892,000003,19640331,20020131,S&P 500 Comp-Ltd,I0003,NIAGARA MOHAWK HOLDINGS INC,NMK
001243,000003,19640331,20020721,S&P 500 Comp-Ltd,I0003,ALCAN INC,AL.1
005905,000003,19640331,20020721,S&P 500 Comp-Ltd,I0003,INCO LTD,INCLF
009267,000003,19640331,20020721,S&P 500 Comp-Ltd,I0003,ROYAL DUTCH PETROLEUM NV,RDPL
010846,000003,19640331,20020721,S&P 500 Comp-Ltd,I0003,UNILEVER NV,UN
010301,000003,19640331,20021211,S&P 500 Comp-Ltd,I0003,TRW INC,TRW.1
001045,000003,19640331,20030313,S&P 500 Comp-Ltd,I0003,AMERICAN AIRLINES GROUP INC,AAL
005735,000003,19640331,20030330,S&P 500 Comp-Ltd,I0003,HSBC FINANCE CORP,HBC1
007536,000003,19640331,20030415,S&P 500 Comp-Ltd,I0003,PHARMACIA CORP,PHA.1
011535,000003,19640331,20041202,S&P 500 Comp-Ltd,I0003,WINN-DIXIE STORES INC,WINN
003580,000003,19640331,20041219,S&P 500 Comp-Ltd,I0003,CRANE CO,CR
009563,000003,19640331,20050327,S&P 500 Comp-Ltd,I0003,SEARS ROEBUCK & CO,S.1
011038,000003,19640331,20050810,S&P 500 Comp-Ltd,I0003,UNOCAL CORP,UCL
007127,000003,19640331,20050828,S&P 500 Comp-Ltd,I0003,MAY DEPARTMENT STORES CO,MAY.2
005169,000003,19640331,20051002,S&P 500 Comp-Ltd,I0003,GILLETTE CO,G.1
001581,000003,19640331,20051120,S&P 500 Comp-Ltd,I0003,AT&T CORP,T.2
005134,000003,19640331,20051219,S&P 500 Comp-Ltd,I0003,GEORGIA-PACIFIC CORP,GP.1
003734,000003,19640331,20060302,S&P 500 Comp-Ltd,I0003,DANA HOLDING CORP,DAN
007139,000003,19640331,20060402,S&P 500 Comp-Ltd,I0003,MAYTAG CORP,MYG.1
006081,000003,19640331,20061219,S&P 500 Comp-Ltd,I0003,NAVISTAR INTERNATIONAL CORP,NAV
008470,000003,19640331,20070221,S&P 500 Comp-Ltd,I0003,PEOPLES ENERGY CORP,PGL.1
008536,000003,19640331,20070319,S&P 500 Comp-Ltd,I0003,PHELPS DODGE CORP,PD
010507,000003,19640331,20071009,S&P 500 Comp-Ltd,I0003,ENERGY FUTURE HOLDINGS CORP,0033A
011609,000003,19640331,20081006,S&P 500 Comp-Ltd,I0003,WRIGLEY (WM) JR CO,WWY
002504,000003,19640331,20081110,S&P 500 Comp-Ltd,I0003,UNISYS CORP,UIS
005589,000003,19640331,20081113,S&P 500 Comp-Ltd,I0003,HERCULES INC,HPC
005073,000003,19640331,20090602,S&P 500 Comp-Ltd,I0003,GENERAL MOTORS CO,GM
005959,000003,19640331,20090630,S&P 500 Comp-Ltd,I0003,INGERSOLL-RAND PLC,IR
003497,000003,19640331,20090908,S&P 500 Comp-Ltd,I0003,COOPER INDUSTRIES PLC,CBE
001478,000003,19640331,20091015,S&P 500 Comp-Ltd,I0003,WYETH,WYE
009459,000003,19640331,20091103,S&P 500 Comp-Ltd,I0003,SCHERING-PLOUGH,SGP
002490,000003,19640331,20100215,S&P 500 Comp-Ltd,I0003,BURLINGTON NORTHERN SANTA FE,BRK3
004194,000003,19640331,20101219,S&P 500 Comp-Ltd,I0003,EASTMAN KODAK CO,KODK
005860,000003,19640331,20111031,S&P 500 Comp-Ltd,I0003,ITT CORP,ITT
001995,000003,19640331,20120313,S&P 500 Comp-Ltd,I0003,CONSTELLATION ENERGY GRP INC,CEG
005229,000003,19640331,20120730,S&P 500 Comp-Ltd,I0003,GOODRICH CORP,GR
005568,000003,19640331,20130606,S&P 500 Comp-Ltd,I0003,HEINZ (H J) CO,HNZ
008446,000003,19640331,20131201,S&P 500 Comp-Ltd,I0003,PENNEY (J C) CO,JCP
001408,000003,19640331,20140430,S&P 500 Comp-Ltd,I0003,BEAM INC,BEAM
009667,000003,19640630,,S&P 500 Comp-Ltd,I0003,SHERWIN-WILLIAMS CO,SHW
010576,000003,19640630,20010115,S&P 500 Comp-Ltd,I0003,TIME WARNER INC-OLD,TWX.1
003650,000003,19650331,,S&P 500 Comp-Ltd,I0003,CUMMINS INC,CMI
004321,000003,19650331,,S&P 500 Comp-Ltd,I0003,EMERSON ELECTRIC CO,EMR
009465,000003,19650331,,S&P 500 Comp-Ltd,I0003,SCHLUMBERGER LTD,SLB
010580,000003,19651231,20000612,S&P 500 Comp-Ltd,I0003,TIMES MIRROR CO  -SER A,TMC
004189,000003,19660930,20001101,S&P 500 Comp-Ltd,I0003,EASTERN ENTERPRISES,EFU.1
010391,000003,19670331,20071115,S&P 500 Comp-Ltd,I0003,TEKTRONIX INC,TEK.1
001920,000003,19670630,,S&P 500 Comp-Ltd,I0003,AVON PRODUCTS,AVP
002574,000003,19670930,,S&P 500 Comp-Ltd,I0003,CSX CORP,CSX
009963,000003,19670930,20001211,S&P 500 Comp-Ltd,I0003,SPRINGS INDUSTRIES  -CL A,SMI.1
003851,000003,19680331,20050818,S&P 500 Comp-Ltd,I0003,DELTA AIR LINES INC,DAL
002393,000003,19680630,20010402,S&P 500 Comp-Ltd,I0003,BRIGGS & STRATTON,BGG
007260,000003,19680630,20110103,S&P 500 Comp-Ltd,I0003,MEREDITH CORP,MDP
003121,000003,19690331,,S&P 500 Comp-Ltd,I0003,CLOROX CO/DE,CLX
005071,000003,19690331,,S&P 500 Comp-Ltd,I0003,GENERAL MILLS INC,GIS
010156,000003,19690331,20121004,S&P 500 Comp-Ltd,I0003,SUNOCO INC,SUN
007881,000003,19690630,,S&P 500 Comp-Ltd,I0003,NEWMONT MINING CORP,NEM
003480,000003,19690630,20010401,S&P 500 Comp-Ltd,I0003,CERIDIAN CORP,4622B
007154,000003,19700630,,S&P 500 Comp-Ltd,I0003,MCDONALD'S CORP,MCD
002917,000003,19700630,20000618,S&P 500 Comp-Ltd,I0003,CHAMPION INTERNATIONAL CORP,CHA.3
008692,000003,19700630,20010708,S&P 500 Comp-Ltd,I0003,POTLATCH CORP,PCH
005643,000003,19700630,20071024,S&P 500 Comp-Ltd,I0003,HILTON WORLDWIDE HOLDINGS,HLT
002290,000003,19700630,20080622,S&P 500 Comp-Ltd,I0003,OFFICEMAX INC,OMX
006730,000003,19701231,,S&P 500 Comp-Ltd,I0003,LILLY (ELI) & CO,LLY
001239,000003,19710331,20061116,S&P 500 Comp-Ltd,I0003,ALBERTO-CULVER CO,ACV
007152,000003,19710930,20030819,S&P 500 Comp-Ltd,I0003,MCDERMOTT INTL INC,MDR
002086,000003,19720930,,S&P 500 Comp-Ltd,I0003,BAXTER INTERNATIONAL INC,BAX
002111,000003,19720930,,S&P 500 Comp-Ltd,I0003,BECTON DICKINSON & CO,BDX
002444,000003,19730331,20080622,S&P 500 Comp-Ltd,I0003,BRUNSWICK CORP,BC
010332,000003,19730331,20110630,S&P 500 Comp-Ltd,I0003,RADIOSHACK CORP,RSH
006266,000003,19730630,,S&P 500 Comp-Ltd,I0003,JOHNSON & JOHNSON,JNJ
005125,000003,19731231,,S&P 500 Comp-Ltd,I0003,GENUINE PARTS CO,GPC
004768,000003,19740630,20000130,S&P 500 Comp-Ltd,I0003,FLEETWOOD ENTERPRISES INC,FLTWQ
005606,000003,19741231,,S&P 500 Comp-Ltd,I0003,HEWLETT-PACKARD CO,HPQ
010540,000003,19741231,20040802,S&P 500 Comp-Ltd,I0003,THOMAS & BETTS CORP,TNB
006821,000003,19741231,20061109,S&P 500 Comp-Ltd,I0003,LOUISIANA-PACIFIC CORP,LPX
008488,000003,19741231,20081123,S&P 500 Comp-Ltd,I0003,APPLIED BIOSYSTEMS INC,ABI.3
011506,000003,19750331,,S&P 500 Comp-Ltd,I0003,WILLIAMS COS INC,WMB
006096,000003,19750331,20001017,S&P 500 Comp-Ltd,I0003,MALLINCKRODT INC,MKG
002044,000003,19750630,,S&P 500 Comp-Ltd,I0003,BARD (C.R.) INC,BCR
004988,000003,19751231,,S&P 500 Comp-Ltd,I0003,GANNETT CO,GCI
009155,000003,19751231,20000726,S&P 500 Comp-Ltd,I0003,RITE AID CORP,RAD
006475,000003,19751231,20060627,S&P 500 Comp-Ltd,I0003,KNIGHT-RIDDER INC,KRI
006078,000003,19760331,,S&P 500 Comp-Ltd,I0003,INTL FLAVORS & FRAGRANCES,IFF
002255,000003,19760331,20100314,S&P 500 Comp-Ltd,I0003,BLACK & DECKER CORP,BDK
001177,000003,19760630,,S&P 500 Comp-Ltd,I0003,AETNA INC,AET
001447,000003,19760630,,S&P 500 Comp-Ltd,I0003,AMERICAN EXPRESS CO,AXP
002547,000003,19760630,,S&P 500 Comp-Ltd,I0003,CIGNA CORP,CI
002968,000003,19760630,,S&P 500 Comp-Ltd,I0003,JPMORGAN CHASE & CO,JPM
003024,000003,19760630,,S&P 500 Comp-Ltd,I0003,CHUBB CORP,CB
003505,000003,19760630,,S&P 500 Comp-Ltd,I0003,MOLSON COORS BREWING CO,TAP
003980,000003,19760630,,S&P 500 Comp-Ltd,I0003,DISNEY (WALT) CO,DIS
004093,000003,19760630,,S&P 500 Comp-Ltd,I0003,DUKE ENERGY CORP,DUK
004517,000003,19760630,,S&P 500 Comp-Ltd,I0003,NEXTERA ENERGY INC,NEE
006742,000003,19760630,,S&P 500 Comp-Ltd,I0003,LINCOLN NATIONAL CORP,LNC
007647,000003,19760630,,S&P 500 Comp-Ltd,I0003,BANK OF AMERICA CORP,BAC
008007,000003,19760630,,S&P 500 Comp-Ltd,I0003,WELLS FARGO & CO,WFC
007562,000003,19760630,20010101,S&P 500 Comp-Ltd,I0003,MORGAN (J P) & CO,JPM.Z
001465,000003,19760630,20010829,S&P 500 Comp-Ltd,I0003,AMERICAN GENERAL CORP,AGC.1
009380,000003,19760630,20040401,S&P 500 Comp-Ltd,I0003,ST PAUL COS,SPC.2
006241,000003,19760630,20060402,S&P 500 Comp-Ltd,I0003,JEFFERSON-PILOT CORP,JP
007238,000003,19760630,20070701,S&P 500 Comp-Ltd,I0003,MELLON FINANCIAL CORP,MEL.3
009351,000003,19760630,20080922,S&P 500 Comp-Ltd,I0003,SAFECO CORP,SAF
001663,000003,19760630,20081118,S&P 500 Comp-Ltd,I0003,ANHEUSER-BUSCH COS INC,BUD.2
003813,000003,19761231,,S&P 500 Comp-Ltd,I0003,TARGET CORP,TGT
006008,000003,19761231,,S&P 500 Comp-Ltd,I0003,INTEL CORP,INTC
007772,000003,19761231,20110925,S&P 500 Comp-Ltd,I0003,NATIONAL SEMICONDUCTOR CORP,NSM.2
002845,000003,19770331,20090818,S&P 500 Comp-Ltd,I0003,CENTEX CORP,CTX.
004062,000003,19780630,20071213,S&P 500 Comp-Ltd,I0003,DOW JONES & CO INC,DJ
002154,000003,19780930,,S&P 500 Comp-Ltd,I0003,BEMIS CO INC,BMS
010405,000003,19781231,,S&P 500 Comp-Ltd,I0003,ALLEGHENY TECHNOLOGIES INC,ATI
010519,000003,19781231,,S&P 500 Comp-Ltd,I0003,TEXTRON INC,TXT
007750,000003,19790331,,S&P 500 Comp-Ltd,I0003,TENET HEALTHCARE CORP,THC
011060,000003,19790630,,S&P 500 Comp-Ltd,I0003,VF CORP,VFC
011264,000003,19791231,,S&P 500 Comp-Ltd,I0003,WALGREEN CO,WAG
004094,000003,19791231,20001002,S&P 500 Comp-Ltd,I0003,DUN & BRADSTREET CORP,DNB
001487,000003,19800331,,S&P 500 Comp-Ltd,I0003,AMERICAN INTERNATIONAL GROUP,AIG
004818,000003,19800331,,S&P 500 Comp-Ltd,I0003,FLUOR CORP,FLR
011040,000003,19800630,20000402,S&P 500 Comp-Ltd,I0003,PHARMACIA & UPJOHN INC,PNU.1
004598,000003,19801231,,S&P 500 Comp-Ltd,I0003,FEDEX CORP,FDX
008253,000003,19801231,,S&P 500 Comp-Ltd,I0003,PACCAR INC,PCAR
007980,000003,19801231,20020721,S&P 500 Comp-Ltd,I0003,NORTEL NETWORKS CORP,NRTLQ
001891,000003,19810331,,S&P 500 Comp-Ltd,I0003,AUTOMATIC DATA PROCESSING,ADP
009483,000003,19810331,20060226,S&P 500 Comp-Ltd,I0003,SCIENTIFIC-ATLANTA INC,SFA.1
