gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
030990,000003,19980701,,S&P 500 Comp-Ltd,I0003,CAPITAL ONE FINANCIAL CORP,COF
011818,000003,19980701,20080601,S&P 500 Comp-Ltd,I0003,BEAR STEARNS COMPANIES INC,BSC.1
004016,000003,19980716,20070708,S&P 500 Comp-Ltd,I0003,DOLLAR GENERAL CORP,DG
014477,000003,19980717,,S&P 500 Comp-Ltd,I0003,WASTE MANAGEMENT INC,WM
005074,000003,19980811,20080826,S&P 500 Comp-Ltd,I0003,ELECTRONIC DATA SYSTEMS CORP,EDS.
025283,000003,19980814,,S&P 500 Comp-Ltd,I0003,KOHL'S CORP,KSS
004674,000003,19980828,,S&P 500 Comp-Ltd,I0003,REGIONS FINANCIAL CORP,RF
009113,000003,19980916,20001211,S&P 500 Comp-Ltd,I0003,NABISCO GROUP HOLDINGS CORP,NGH.
024607,000003,19980928,20071108,S&P 500 Comp-Ltd,I0003,MANOR CARE INC,HCR
008402,000003,19981001,,S&P 500 Comp-Ltd,I0003,PAYCHEX INC,PAYX
010868,000003,19981001,20040630,S&P 500 Comp-Ltd,I0003,UNION PLANTERS CORP,UPC.
014650,000003,19981001,20130910,S&P 500 Comp-Ltd,I0003,BMC SOFTWARE INC,BMC
024216,000003,19981002,,S&P 500 Comp-Ltd,I0003,AES CORP,AES
025944,000003,19981002,20041228,S&P 500 Comp-Ltd,I0003,PEOPLESOFT INC,PSFT.
015521,000003,19981007,,S&P 500 Comp-Ltd,I0003,STAPLES INC,SPLS
012756,000003,19981008,,S&P 500 Comp-Ltd,I0003,COCA-COLA ENTERPRISES INC,CCE
008804,000003,19981103,20000820,S&P 500 Comp-Ltd,I0003,NEW CENTURY ENERGIES INC,NCE.1
009359,000003,19981113,,S&P 500 Comp-Ltd,I0003,SAFEWAY INC,SWY
003735,000003,19981118,,S&P 500 Comp-Ltd,I0003,DANAHER CORP,DHR
116245,000003,19981124,20040422,S&P 500 Comp-Ltd,I0003,SPRINT PCS GROUP,PCS.1
013498,000003,19981222,,S&P 500 Comp-Ltd,I0003,CARNIVAL CORP/PLC (USA),CCL
017110,000003,19981231,20071001,S&P 500 Comp-Ltd,I0003,SOLECTRON CORP,SLR
004723,000003,19990104,,S&P 500 Comp-Ltd,I0003,U S BANCORP,USB
025056,000003,19990104,,S&P 500 Comp-Ltd,I0003,TIME WARNER INC,TWX
026011,000003,19990104,20120102,S&P 500 Comp-Ltd,I0003,COMPUWARE CORP,CPWR
007171,000003,19990113,,S&P 500 Comp-Ltd,I0003,MCKESSON CORP,MCK
009880,000003,19990301,20041031,S&P 500 Comp-Ltd,I0003,SOUTHTRUST CORP,SOTR
001619,000003,19990310,20061105,S&P 500 Comp-Ltd,I0003,AMSOUTH BANCORPORATION,ASO.1
002884,000003,19990325,,S&P 500 Comp-Ltd,I0003,CENTURYLINK INC,CTL
006335,000003,19990405,20000712,S&P 500 Comp-Ltd,I0003,KANSAS CITY SOUTHERN,KSU
027845,000003,19990412,,S&P 500 Comp-Ltd,I0003,ACTAVIS PLC,ACT
003439,000003,19990503,,S&P 500 Comp-Ltd,I0003,CMS ENERGY CORP,CMS
001449,000003,19990528,,S&P 500 Comp-Ltd,I0003,AFLAC INC,AFL
118122,000003,19990528,20051010,S&P 500 Comp-Ltd,I0003,DELPHI AUTOMOTIVE PLC,DLPH
008299,000003,19990604,20001105,S&P 500 Comp-Ltd,I0003,PAINE WEBBER GROUP,PWJ.
027766,000003,19990609,20041130,S&P 500 Comp-Ltd,I0003,WELLPOINT HEALTH NETWRKS INC,WLP.1
004800,000003,19990622,20001130,S&P 500 Comp-Ltd,I0003,FLORIDA PROGRESS CORP,PGN3
014624,000003,19990624,20101219,S&P 500 Comp-Ltd,I0003,OFFICE DEPOT INC,ODP
061591,000003,19990625,,S&P 500 Comp-Ltd,I0003,NETAPP INC,NTAP
002184,000003,19990630,,S&P 500 Comp-Ltd,I0003,BEST BUY CO INC,BBY
011228,000003,19990701,,S&P 500 Comp-Ltd,I0003,VULCAN MATERIALS CO,VMC
024800,000003,19990722,,S&P 500 Comp-Ltd,I0003,QUALCOMM INC,QCOM
001013,000003,19990802,20070701,S&P 500 Comp-Ltd,I0003,ADC TELECOMMUNICATIONS INC,ADCT
022140,000003,19990802,20081204,S&P 500 Comp-Ltd,I0003,ALLIED WASTE INDUSTRIES INC,AW
114303,000003,19990809,20020902,S&P 500 Comp-Ltd,I0003,CONOCO INC,COC1
061552,000003,19990813,20120930,S&P 500 Comp-Ltd,I0003,LEXMARK INTL INC  -CL A,LXK
010621,000003,19990920,20010917,S&P 500 Comp-Ltd,I0003,TOSCO CORP,TOS.
113491,000003,19990929,20011009,S&P 500 Comp-Ltd,I0003,GLOBAL CROSSING LTD,GLBC
025338,000003,19991001,,S&P 500 Comp-Ltd,I0003,BED BATH & BEYOND INC,BBBY
012256,000003,19991001,20010513,S&P 500 Comp-Ltd,I0003,STEEL EXCEL INC,SXCL
001075,000003,19991004,,S&P 500 Comp-Ltd,I0003,PINNACLE WEST CAPITAL CORP,PNW
001632,000003,19991012,,S&P 500 Comp-Ltd,I0003,ANALOG DEVICES,ADI
012138,000003,19991013,,S&P 500 Comp-Ltd,I0003,PRICE (T. ROWE) GROUP,TROW
006649,000003,19991018,,S&P 500 Comp-Ltd,I0003,LEGGETT & PLATT INC,LEG
004242,000003,19991026,20120524,S&P 500 Comp-Ltd,I0003,EL PASO CORP,EP
012884,000003,19991027,20070131,S&P 500 Comp-Ltd,I0003,COMVERSE TECHNOLOGY INC,CMVT
125533,000003,19991105,20101116,S&P 500 Comp-Ltd,I0003,PACTIV CORP,PTV
022325,000003,19991108,,S&P 500 Comp-Ltd,I0003,XILINX INC,XLNX
010453,000003,19991115,20131222,S&P 500 Comp-Ltd,I0003,TERADYNE INC,TER
030095,000003,19991116,20030925,S&P 500 Comp-Ltd,I0003,QUINTILES TRANSNATIONAL CORP,0573B
061676,000003,19991201,,S&P 500 Comp-Ltd,I0003,CITRIX SYSTEMS INC,CTXS
007506,000003,19991201,20131209,S&P 500 Comp-Ltd,I0003,MOLEX INC,MOLX
008118,000003,19991202,20010401,S&P 500 Comp-Ltd,I0003,OLD KENT FINANCIAL CORP,OK.
062634,000003,19991208,,S&P 500 Comp-Ltd,I0003,YAHOO INC,YHOO
028338,000003,19991231,20081218,S&P 500 Comp-Ltd,I0003,TRANSOCEAN LTD,RIG
007648,000003,20000104,20070930,S&P 500 Comp-Ltd,I0003,NCR CORP,NCR
110536,000003,20000106,20001002,S&P 500 Comp-Ltd,I0003,YOUNG & RUBICAM INC,YNR.1
012389,000003,20000131,,S&P 500 Comp-Ltd,I0003,HARLEY-DAVIDSON INC,HOG
116526,000003,20000131,20020625,S&P 500 Comp-Ltd,I0003,CONEXANT SYSTEMS INC,CNXT.1
002226,000003,20000131,20031112,S&P 500 Comp-Ltd,I0003,BIOGEN INC,BGEN
063766,000003,20000316,20070401,S&P 500 Comp-Ltd,I0003,SABRE HOLDINGS CORP  -CL A,TSG.2
012216,000003,20000403,,S&P 500 Comp-Ltd,I0003,LINEAR TECHNOLOGY CORP,LLTC
029356,000003,20000403,20050704,S&P 500 Comp-Ltd,I0003,VERITAS SOFTWARE CORP,VRTS.1
014324,000003,20000418,,S&P 500 Comp-Ltd,I0003,ALTERA CORP,ALTR
062602,000003,20000505,20020512,S&P 500 Comp-Ltd,I0003,SAPIENT CORP,SAPE
063180,000003,20000505,20060131,S&P 500 Comp-Ltd,I0003,SIEBEL SYSTEMS INC,SEBL
014256,000003,20000510,20070926,S&P 500 Comp-Ltd,I0003,MAXIM INTEGRATED PRODUCTS,MXIM
014565,000003,20000601,20070214,S&P 500 Comp-Ltd,I0003,AMERICAN POWER CONVERSION CP,APCC.
126554,000003,20000605,,S&P 500 Comp-Ltd,I0003,AGILENT TECHNOLOGIES INC,A
025434,000003,20000608,,S&P 500 Comp-Ltd,I0003,STARBUCKS CORP,SBUX
113419,000003,20000613,20091220,S&P 500 Comp-Ltd,I0003,CONVERGYS CORP,CVG
024008,000003,20000616,20070531,S&P 500 Comp-Ltd,I0003,MEDIMMUNE INC,MEDI
016751,000003,20000619,20040831,S&P 500 Comp-Ltd,I0003,CHARTER ONE FINANCIAL INC,CF.6
014623,000003,20000619,20120604,S&P 500 Comp-Ltd,I0003,NOVELLUS SYSTEMS INC,NVLS
013646,000003,20000621,,S&P 500 Comp-Ltd,I0003,TIFFANY & CO,TIF
028139,000003,20000621,20070701,S&P 500 Comp-Ltd,I0003,SANMINA CORP,SANM
136648,000003,20000629,20060102,S&P 500 Comp-Ltd,I0003,VISTEON CORP,VC
029095,000003,20000629,20060103,S&P 500 Comp-Ltd,I0003,MERCURY INTERACTIVE CORP,MERQ
066708,000003,20000703,,S&P 500 Comp-Ltd,I0003,BROADCOM CORP,BRCM
137232,000003,20000713,20111122,S&P 500 Comp-Ltd,I0003,JANUS CAPITAL GROUP INC,JNS
002549,000003,20000717,20010603,S&P 500 Comp-Ltd,I0003,CIT GROUP INC-OLD,CIT.
029241,000003,20000727,20131222,S&P 500 Comp-Ltd,I0003,JDS UNIPHASE CORP,JDSU
132502,000003,20000728,20020813,S&P 500 Comp-Ltd,I0003,PALM INC,PALM
006799,000003,20000821,20070826,S&P 500 Comp-Ltd,I0003,KEYSPAN CORP,KSE
014934,000003,20000830,,S&P 500 Comp-Ltd,I0003,DEVON ENERGY CORP,DVN
139662,000003,20001002,20071025,S&P 500 Comp-Ltd,I0003,AVAYA INC,5933B
139665,000003,20001003,,S&P 500 Comp-Ltd,I0003,MOODY'S CORP,MCO
025495,000003,20001003,20091220,S&P 500 Comp-Ltd,I0003,DYNEGY INC,DYN
112033,000003,20001003,20101219,S&P 500 Comp-Ltd,I0003,KING PHARMACEUTICALS INC,KG
001661,000003,20001018,,S&P 500 Comp-Ltd,I0003,NABORS INDUSTRIES LTD,NBR
065554,000003,20001023,20050313,S&P 500 Comp-Ltd,I0003,POWER-ONE INC,PWER
007974,000003,20001102,,S&P 500 Comp-Ltd,I0003,NISOURCE INC,NI
016478,000003,20001102,,S&P 500 Comp-Ltd,I0003,EOG RESOURCES INC,EOG
063099,000003,20001106,20010903,S&P 500 Comp-Ltd,I0003,BROADVISION INC,BVSN
005723,000003,20001117,,S&P 500 Comp-Ltd,I0003,STARWOOD HOTELS&RESORTS WRLD,HOT
004843,000003,20001122,20140630,S&P 500 Comp-Ltd,I0003,FOREST LABORATORIES  -CL A,FRX
003011,000003,20001124,20060419,S&P 500 Comp-Ltd,I0003,CHIRON CORP,CHIR
063605,000003,20001201,20051201,S&P 500 Comp-Ltd,I0003,CALPINE CORP,CPN
002312,000003,20001205,,S&P 500 Comp-Ltd,I0003,ROBERT HALF INTL INC,RHI
027928,000003,20001211,,S&P 500 Comp-Ltd,I0003,INTUIT INC,INTU
133768,000003,20001211,,S&P 500 Comp-Ltd,I0003,METLIFE INC,MET
010232,000003,20001211,20070109,S&P 500 Comp-Ltd,I0003,SYMBOL TECHNOLOGIES,SBL.2
024287,000003,20001211,20080610,S&P 500 Comp-Ltd,I0003,AMBAC FINANCIAL GROUP INC,AMBC
001279,000003,20001211,20110227,S&P 500 Comp-Ltd,I0003,ALLEGHENY ENERGY INC,AYE
010115,000003,20001212,,S&P 500 Comp-Ltd,I0003,STRYKER CORP,SYK
024803,000003,20001212,20020820,S&P 500 Comp-Ltd,I0003,VITESSE SEMICONDUCTOR CORP,VTSS
006310,000003,20001212,20070530,S&P 500 Comp-Ltd,I0003,KINDER MORGAN INC,KMI
029791,000003,20001212,20110117,S&P 500 Comp-Ltd,I0003,QLOGIC CORP,QLGC
065904,000003,20010102,20060517,S&P 500 Comp-Ltd,I0003,APPLIED MICRO CIRCUITS CORP,AMCC
011925,000003,20010116,20090326,S&P 500 Comp-Ltd,I0003,NOBLE CORP PLC,NE
028195,000003,20010130,,S&P 500 Comp-Ltd,I0003,JABIL CIRCUIT INC,JBL
063669,000003,20010207,20070328,S&P 500 Comp-Ltd,I0003,UNIVISION COMMUNICATIONS INC,5952B
135484,000003,20010227,,S&P 500 Comp-Ltd,I0003,FRONTIER COMMUNICATIONS CORP,FTR
003062,000003,20010301,,S&P 500 Comp-Ltd,I0003,CINTAS CORP,CTAS
012635,000003,20010402,,S&P 500 Comp-Ltd,I0003,FISERV INC,FISV
003373,000003,20010402,20040226,S&P 500 Comp-Ltd,I0003,CONCORD EFS INC,CE.2
140033,000003,20010403,20030716,S&P 500 Comp-Ltd,I0003,GENON ENERGY INC,GEN
119417,000003,20010514,20100228,S&P 500 Comp-Ltd,I0003,PEPSI BOTTLING GROUP INC,PBG
064156,000003,20010604,20111218,S&P 500 Comp-Ltd,I0003,MONSTER WORLDWIDE INC,MWW
011687,000003,20010625,,S&P 500 Comp-Ltd,I0003,ZIONS BANCORPORATION,ZION
128659,000003,20010628,20040428,S&P 500 Comp-Ltd,I0003,HANCOCK JOHN FINL SVCS INC,JHF
144066,000003,20010702,,S&P 500 Comp-Ltd,I0003,ROCKWELL COLLINS INC,COL
134845,000003,20010709,20041026,S&P 500 Comp-Ltd,I0003,AT&T WIRELESS SERVICES INC,AWE.2
023943,000003,20010803,20070701,S&P 500 Comp-Ltd,I0003,PMC-SIERRA INC,PMCS
004560,000003,20010806,,S&P 500 Comp-Ltd,I0003,FAMILY DOLLAR STORES,FDO
144559,000003,20010807,,S&P 500 Comp-Ltd,I0003,ZIMMER HOLDINGS INC,ZMH
031673,000003,20010830,,S&P 500 Comp-Ltd,I0003,AMERISOURCEBERGEN CORP,ABC
064356,000003,20010830,20091220,S&P 500 Comp-Ltd,I0003,CIENA CORP,CIEN
024318,000003,20010904,,S&P 500 Comp-Ltd,I0003,XL GROUP PLC,XL
006097,000003,20010904,20140622,S&P 500 Comp-Ltd,I0003,INTL GAME TECHNOLOGY,IGT
005885,000003,20010921,20020716,S&P 500 Comp-Ltd,I0003,IMMUNEX CORP,IMNX
010277,000003,20011010,,S&P 500 Comp-Ltd,I0003,TECO ENERGY INC,TE
065048,000003,20011010,20070211,S&P 500 Comp-Ltd,I0003,EQUITY OFFICE PROPERTIES TR,EOP
012338,000003,20011107,20070301,S&P 500 Comp-Ltd,I0003,HEALTH MANAGEMENT ASSOC,HMA
117768,000003,20011130,,S&P 500 Comp-Ltd,I0003,NVIDIA CORP,NVDA
028733,000003,20011203,,S&P 500 Comp-Ltd,I0003,EQUITY RESIDENTIAL,EQR
012233,000003,20011214,20110403,S&P 500 Comp-Ltd,I0003,GENZYME CORP,GENZ
024032,000003,20011217,20090303,S&P 500 Comp-Ltd,I0003,JONES GROUP INC,JNY
061574,000003,20020102,,S&P 500 Comp-Ltd,I0003,WATERS CORP,WAT
015709,000003,20020117,,S&P 500 Comp-Ltd,I0003,PLUM CREEK TIMBER CO INC,PCL
028034,000003,20020130,20080717,S&P 500 Comp-Ltd,I0003,ACE LTD,ACE
011135,000003,20020201,20030223,S&P 500 Comp-Ltd,I0003,RATIONAL SOFTWARE CORP,RATL
007067,000003,20020211,20110705,S&P 500 Comp-Ltd,I0003,MARSHALL & ILSLEY CORP,MI.
004737,000003,20020506,20130623,S&P 500 Comp-Ltd,I0003,FIRST HORIZON NATIONAL CORP,FHN
001567,000003,20020513,20080605,S&P 500 Comp-Ltd,I0003,TRANE INC,TT.2
022794,000003,20020515,20100429,S&P 500 Comp-Ltd,I0003,BJ SERVICES CO,BJS
031122,000003,20020515,20130630,S&P 500 Comp-Ltd,I0003,APOLLO EDUCATION GROUP INC,APOL
029389,000003,20020626,,S&P 500 Comp-Ltd,I0003,SIMON PROPERTY GROUP INC,SPG
015202,000003,20020717,20061130,S&P 500 Comp-Ltd,I0003,NORTH FORK BANCORPORATION,NFB
010920,000003,20020722,,S&P 500 Comp-Ltd,I0003,UNITED PARCEL SERVICE INC,UPS
016721,000003,20020722,,S&P 500 Comp-Ltd,I0003,ELECTRONIC ARTS INC,EA
114524,000003,20020722,,S&P 500 Comp-Ltd,I0003,EBAY INC,EBAY
114628,000003,20020722,,S&P 500 Comp-Ltd,I0003,GOLDMAN SACHS GROUP INC,GS
143356,000003,20020722,,S&P 500 Comp-Ltd,I0003,PRUDENTIAL FINANCIAL INC,PRU
145701,000003,20020722,,S&P 500 Comp-Ltd,I0003,PRINCIPAL FINANCIAL GRP INC,PFG
012144,000003,20020722,20050811,S&P 500 Comp-Ltd,I0003,SUNGARD DATA SYSTEMS INC,0139A
145046,000003,20020725,,S&P 500 Comp-Ltd,I0003,WELLPOINT INC,WLP
140760,000003,20020814,,S&P 500 Comp-Ltd,I0003,MONSANTO CO,MON
062689,000003,20020821,20040504,S&P 500 Comp-Ltd,I0003,TRAVELERS COS INC,TRV
120877,000003,20020904,,S&P 500 Comp-Ltd,I0003,REYNOLDS AMERICAN INC,RAI
003226,000003,20021119,,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA
064166,000003,20021212,,S&P 500 Comp-Ltd,I0003,QUEST DIAGNOSTICS INC,DGX
009063,000003,20030224,,S&P 500 Comp-Ltd,I0003,AUTONATION INC,AN
030490,000003,20030314,,S&P 500 Comp-Ltd,I0003,APARTMENT INVST & MGMT CO,AIV
007146,000003,20030321,,S&P 500 Comp-Ltd,I0003,MCCORMICK & CO INC,MKC
015855,000003,20030331,,S&P 500 Comp-Ltd,I0003,SYMANTEC CORP,SYMC
066731,000003,20030416,20130101,S&P 500 Comp-Ltd,I0003,FEDERATED INVESTORS INC,FII
029984,000003,20030717,,S&P 500 Comp-Ltd,I0003,PROLOGIS INC,PLD
007186,000003,20030820,20120403,S&P 500 Comp-Ltd,I0003,MEDCO HEALTH SOLUTIONS INC,MHS
025356,000003,20030926,,S&P 500 Comp-Ltd,I0003,EXPRESS SCRIPTS HOLDING CO,ESRX
024468,000003,20031113,,S&P 500 Comp-Ltd,I0003,BIOGEN IDEC INC,BIIB
004699,000003,20040227,,S&P 500 Comp-Ltd,I0003,M & T BANK CORP,MTB
031549,000003,20040325,20070322,S&P 500 Comp-Ltd,I0003,CAREMARK RX INC,CMX.1
063501,000003,20040401,,S&P 500 Comp-Ltd,I0003,E TRADE FINANCIAL CORP,ETFC
030697,000003,20040402,20100207,S&P 500 Comp-Ltd,I0003,AFFILIATED COMPUTER SERVICES,ACS
007637,000003,20040423,,S&P 500 Comp-Ltd,I0003,MYLAN INC,MYL
015247,000003,20040429,,S&P 500 Comp-Ltd,I0003,VALERO ENERGY CORP,VLO
160255,000003,20040503,,S&P 500 Comp-Ltd,I0003,HOSPIRA INC,HSP
062689,000003,20040505,,S&P 500 Comp-Ltd,I0003,TRAVELERS COS INC,TRV
024856,000003,20040701,,S&P 500 Comp-Ltd,I0003,GILEAD SCIENCES INC,GILD
017130,000003,20040701,20090129,S&P 500 Comp-Ltd,I0003,SANTANDER HOLDINGS USA INC,STD2
013204,000003,20040803,20061109,S&P 500 Comp-Ltd,I0003,FISHER SCIENTIFIC INTL INC,FSH.2
140541,000003,20040901,,S&P 500 Comp-Ltd,I0003,COACH INC,COH
149738,000003,20041027,20090726,S&P 500 Comp-Ltd,I0003,CIT GROUP INC,CIT
014960,000003,20041101,,S&P 500 Comp-Ltd,I0003,LABORATORY CP OF AMER HLDGS,LH
110685,000003,20041201,,S&P 500 Comp-Ltd,I0003,L-3 COMMUNICATIONS HLDGS INC,LLL
157858,000003,20041203,20061203,S&P 500 Comp-Ltd,I0003,FREESCALE SEMICONDUCTOR INC,BX1
012886,000003,20041220,,S&P 500 Comp-Ltd,I0003,TWENTY-FIRST CENTURY FOX INC,FOXA
002849,000003,20041220,20070906,S&P 500 Comp-Ltd,I0003,BBVA COMPASS BANCSHARES INC,BBVA1
008787,000003,20041220,20071007,S&P 500 Comp-Ltd,I0003,ARCHSTONE INC-REDH,ASN
028256,000003,20041229,20100627,S&P 500 Comp-Ltd,I0003,XTO ENERGY INC,XTO
063892,000003,20050314,,S&P 500 Comp-Ltd,I0003,NATIONAL OILWELL VARCO INC,NOV
006307,000003,20050328,20120904,S&P 500 Comp-Ltd,I0003,SEARS HOLDINGS CORP,SHLD
002710,000003,20050705,,S&P 500 Comp-Ltd,I0003,CONSTELLATION BRANDS,STZ
025340,000003,20050705,,S&P 500 Comp-Ltd,I0003,D R HORTON INC,DHI
004367,000003,20050722,20090225,S&P 500 Comp-Ltd,I0003,WEATHERFORD INTL PLC,WFT
010793,000003,20050811,,S&P 500 Comp-Ltd,I0003,TYSON FOODS INC  -CL A,TSN
011220,000003,20050812,,S&P 500 Comp-Ltd,I0003,VORNADO REALTY TRUST,VNO
007620,000003,20050815,,S&P 500 Comp-Ltd,I0003,MURPHY OIL CORP,MUR
010096,000003,20050819,,S&P 500 Comp-Ltd,I0003,PUBLIC STORAGE,PSA
023877,000003,20050830,20130508,S&P 500 Comp-Ltd,I0003,COVENTRY HEALTH CARE INC,CVH
164708,000003,20051003,,S&P 500 Comp-Ltd,I0003,AMERIPRISE FINANCIAL INC,AMP
006669,000003,20051004,,S&P 500 Comp-Ltd,I0003,LENNAR CORP,LEN
